,Indicador,Departamento,Código Departamento,Año,Dato Numérico
796,Cobertura bruta en educación secundaria,Córdoba,23,2017,98.92793103448275
797,Cobertura bruta en educación secundaria,Córdoba,23,2018,100.65645161290323
798,Cobertura bruta en educación secundaria,Córdoba,23,2019,110.25806451612904
799,Cobertura bruta en educación secundaria,Córdoba,23,2020,105.99774193548386
800,Cobertura bruta en educación secundaria,Guainía,94,2005,54.19
801,Cobertura bruta en educación secundaria,Guainía,94,2006,65.345
802,Cobertura bruta en educación secundaria,Guainía,94,2007,65.46000000000001
803,Cobertura bruta en educación secundaria,Guainía,94,2008,65.18
804,Cobertura bruta en educación secundaria,Guainía,94,2009,75.875
805,Cobertura bruta en educación secundaria,Guainía,94,2010,62.42
806,Cobertura bruta en educación secundaria,Guainía,94,2011,85.965
807,Cobertura bruta en educación secundaria,Guainía,94,2012,81.485
808,Cobertura bruta en educación secundaria,Guainía,94,2013,136.115
809,Cobertura bruta en educación secundaria,Guainía,94,2014,98.47999999999999
810,Cobertura bruta en educación secundaria,Guainía,94,2015,112.18
811,Cobertura bruta en educación secundaria,Guainía,94,2016,118.82
812,Cobertura bruta en educación secundaria,Guainía,94,2017,119.535
813,Cobertura bruta en educación secundaria,Guainía,94,2018,122.57
814,Cobertura bruta en educación secundaria,Guainía,94,2019,80.655
815,Cobertura bruta en educación secundaria,Guainía,94,2020,79.04
816,Cobertura bruta en educación secundaria,Guaviare,95,2005,44.318
817,Cobertura bruta en educación secundaria,Guaviare,95,2006,54.85799999999999
818,Cobertura bruta en educación secundaria,Guaviare,95,2007,57.958000000000006
819,Cobertura bruta en educación secundaria,Guaviare,95,2008,57.74400000000001
820,Cobertura bruta en educación secundaria,Guaviare,95,2009,69.88199999999999
821,Cobertura bruta en educación secundaria,Guaviare,95,2010,74.03
822,Cobertura bruta en educación secundaria,Guaviare,95,2011,71.83
823,Cobertura bruta en educación secundaria,Guaviare,95,2012,64.736
824,Cobertura bruta en educación secundaria,Guaviare,95,2013,64.61
825,Cobertura bruta en educación secundaria,Guaviare,95,2014,64.59200000000001
826,Cobertura bruta en educación secundaria,Guaviare,95,2015,62.444
827,Cobertura bruta en educación secundaria,Guaviare,95,2016,62.79
828,Cobertura bruta en educación secundaria,Guaviare,95,2017,65.488
829,Cobertura bruta en educación secundaria,Guaviare,95,2018,63.322
830,Cobertura bruta en educación secundaria,Guaviare,95,2019,93.942
831,Cobertura bruta en educación secundaria,Guaviare,95,2020,97.744
832,Cobertura bruta en educación secundaria,Huila,41,2005,78.72868421052631
833,Cobertura bruta en educación secundaria,Huila,41,2006,80.54815789473685
834,Cobertura bruta en educación secundaria,Huila,41,2007,85.76052631578948
835,Cobertura bruta en educación secundaria,Huila,41,2008,87.14315789473685
836,Cobertura bruta en educación secundaria,Huila,41,2009,89.76894736842105
837,Cobertura bruta en educación secundaria,Huila,41,2010,100.11
838,Cobertura bruta en educación secundaria,Huila,41,2011,100.72815789473684
839,Cobertura bruta en educación secundaria,Huila,41,2012,98.56131578947368
840,Cobertura bruta en educación secundaria,Huila,41,2013,99.11263157894737
841,Cobertura bruta en educación secundaria,Huila,41,2014,98.26947368421052
842,Cobertura bruta en educación secundaria,Huila,41,2015,96.90026315789474
843,Cobertura bruta en educación secundaria,Huila,41,2016,94.40342105263157
844,Cobertura bruta en educación secundaria,Huila,41,2017,93.27552631578946
845,Cobertura bruta en educación secundaria,Huila,41,2018,94.54947368421053
846,Cobertura bruta en educación secundaria,Huila,41,2019,105.805
847,Cobertura bruta en educación secundaria,Huila,41,2020,104.73763157894736
848,Cobertura bruta en educación secundaria,La Guajira,44,2005,60.386875
849,Cobertura bruta en educación secundaria,La Guajira,44,2006,64.8225
850,Cobertura bruta en educación secundaria,La Guajira,44,2007,65.36
851,Cobertura bruta en educación secundaria,La Guajira,44,2008,65.785625
852,Cobertura bruta en educación secundaria,La Guajira,44,2009,67.301875
853,Cobertura bruta en educación secundaria,La Guajira,44,2010,77.57
854,Cobertura bruta en educación secundaria,La Guajira,44,2011,71.03125
855,Cobertura bruta en educación secundaria,La Guajira,44,2012,72.215625
856,Cobertura bruta en educación secundaria,La Guajira,44,2013,76.7525
857,Cobertura bruta en educación secundaria,La Guajira,44,2014,78.398125
858,Cobertura bruta en educación secundaria,La Guajira,44,2015,78.459375
859,Cobertura bruta en educación secundaria,La Guajira,44,2016,82.268125
860,Cobertura bruta en educación secundaria,La Guajira,44,2017,84.354375
861,Cobertura bruta en educación secundaria,La Guajira,44,2018,86.08
862,Cobertura bruta en educación secundaria,La Guajira,44,2019,92.944375
863,Cobertura bruta en educación secundaria,La Guajira,44,2020,93.81625
864,Cobertura bruta en educación secundaria,Magdalena,47,2005,77.33290322580646
865,Cobertura bruta en educación secundaria,Magdalena,47,2006,82.11451612903227
866,Cobertura bruta en educación secundaria,Magdalena,47,2007,86.94
867,Cobertura bruta en educación secundaria,Magdalena,47,2008,91.93354838709678
868,Cobertura bruta en educación secundaria,Magdalena,47,2009,91.02258064516128
869,Cobertura bruta en educación secundaria,Magdalena,47,2010,105.82
870,Cobertura bruta en educación secundaria,Magdalena,47,2011,101.55806451612904
871,Cobertura bruta en educación secundaria,Magdalena,47,2012,94.28580645161291
872,Cobertura bruta en educación secundaria,Magdalena,47,2013,98.80709677419355
873,Cobertura bruta en educación secundaria,Magdalena,47,2014,96.79096774193549
874,Cobertura bruta en educación secundaria,Magdalena,47,2015,102.53451612903227
875,Cobertura bruta en educación secundaria,Magdalena,47,2016,107.19677419354838
876,Cobertura bruta en educación secundaria,Magdalena,47,2017,109.4848387096774
877,Cobertura bruta en educación secundaria,Magdalena,47,2018,117.68774193548387
878,Cobertura bruta en educación secundaria,Magdalena,47,2019,113.09645161290324
879,Cobertura bruta en educación secundaria,Magdalena,47,2020,108.53999999999999
880,Cobertura bruta en educación secundaria,Meta,50,2005,68.56266666666667
881,Cobertura bruta en educación secundaria,Meta,50,2006,77.205
882,Cobertura bruta en educación secundaria,Meta,50,2007,80.19966666666666
883,Cobertura bruta en educación secundaria,Meta,50,2008,81.49866666666667
884,Cobertura bruta en educación secundaria,Meta,50,2009,95.37433333333334
885,Cobertura bruta en educación secundaria,Meta,50,2010,101.02
886,Cobertura bruta en educación secundaria,Meta,50,2011,105.33099999999999
887,Cobertura bruta en educación secundaria,Meta,50,2012,102.91066666666667
888,Cobertura bruta en educación secundaria,Meta,50,2013,105.75233333333334
889,Cobertura bruta en educación secundaria,Meta,50,2014,108.054
890,Cobertura bruta en educación secundaria,Meta,50,2015,109.11933333333333
891,Cobertura bruta en educación secundaria,Meta,50,2016,109.60566666666666
892,Cobertura bruta en educación secundaria,Meta,50,2017,109.329
893,Cobertura bruta en educación secundaria,Meta,50,2018,111.682
894,Cobertura bruta en educación secundaria,Meta,50,2019,103.972
895,Cobertura bruta en educación secundaria,Meta,50,2020,103.95100000000001
896,Cobertura bruta en educación secundaria,Nariño,52,2005,60.12676923076923
897,Cobertura bruta en educación secundaria,Nariño,52,2006,62.28569230769231
898,Cobertura bruta en educación secundaria,Nariño,52,2007,64.88846153846154
899,Cobertura bruta en educación secundaria,Nariño,52,2008,68.59523076923077
900,Cobertura bruta en educación secundaria,Nariño,52,2009,76.3756923076923
901,Cobertura bruta en educación secundaria,Nariño,52,2010,88.26
902,Cobertura bruta en educación secundaria,Nariño,52,2011,80.79369230769231
903,Cobertura bruta en educación secundaria,Nariño,52,2012,82.48369230769231
904,Cobertura bruta en educación secundaria,Nariño,52,2013,88.4723076923077
905,Cobertura bruta en educación secundaria,Nariño,52,2014,82.9376923076923
906,Cobertura bruta en educación secundaria,Nariño,52,2015,96.40076923076923
907,Cobertura bruta en educación secundaria,Nariño,52,2016,86.61184615384616
908,Cobertura bruta en educación secundaria,Nariño,52,2017,86.612
909,Cobertura bruta en educación secundaria,Nariño,52,2018,85.02107692307692
910,Cobertura bruta en educación secundaria,Nariño,52,2019,101.40384615384616
911,Cobertura bruta en educación secundaria,Nariño,52,2020,98.79846153846154
912,Cobertura bruta en educación secundaria,Norte de Santander,54,2005,70.70097560975609
913,Cobertura bruta en educación secundaria,Norte de Santander,54,2006,75.38365853658537
914,Cobertura bruta en educación secundaria,Norte de Santander,54,2007,68.65512195121951
915,Cobertura bruta en educación secundaria,Norte de Santander,54,2008,76.89317073170731
916,Cobertura bruta en educación secundaria,Norte de Santander,54,2009,91.19756097560975
917,Cobertura bruta en educación secundaria,Norte de Santander,54,2010,104.05
918,Cobertura bruta en educación secundaria,Norte de Santander,54,2011,95.52073170731707
919,Cobertura bruta en educación secundaria,Norte de Santander,54,2012,86.14414634146341
920,Cobertura bruta en educación secundaria,Norte de Santander,54,2013,90.03756097560975
921,Cobertura bruta en educación secundaria,Norte de Santander,54,2014,89.84926829268294
922,Cobertura bruta en educación secundaria,Norte de Santander,54,2015,84.42512195121951
923,Cobertura bruta en educación secundaria,Norte de Santander,54,2016,96.03365853658536
924,Cobertura bruta en educación secundaria,Norte de Santander,54,2017,100.04463414634147
925,Cobertura bruta en educación secundaria,Norte de Santander,54,2018,107.86390243902439
926,Cobertura bruta en educación secundaria,Norte de Santander,54,2019,100.19731707317074
927,Cobertura bruta en educación secundaria,Norte de Santander,54,2020,87.88195121951219
928,Cobertura bruta en educación secundaria,Putumayo,86,2005,66.375
929,Cobertura bruta en educación secundaria,Putumayo,86,2006,78.43928571428572
930,Cobertura bruta en educación secundaria,Putumayo,86,2007,84.74142857142859
931,Cobertura bruta en educación secundaria,Putumayo,86,2008,102.47285714285714
932,Cobertura bruta en educación secundaria,Putumayo,86,2009,89.675
933,Cobertura bruta en educación secundaria,Putumayo,86,2010,90.02
934,Cobertura bruta en educación secundaria,Putumayo,86,2011,90.08428571428571
935,Cobertura bruta en educación secundaria,Putumayo,86,2012,91.405
936,Cobertura bruta en educación secundaria,Putumayo,86,2013,91.84285714285714
937,Cobertura bruta en educación secundaria,Putumayo,86,2014,94.60357142857143
938,Cobertura bruta en educación secundaria,Putumayo,86,2015,95.0792857142857
939,Cobertura bruta en educación secundaria,Putumayo,86,2016,95.58285714285715
940,Cobertura bruta en educación secundaria,Putumayo,86,2017,94.27
941,Cobertura bruta en educación secundaria,Putumayo,86,2018,95.34642857142856
942,Cobertura bruta en educación secundaria,Putumayo,86,2019,104.80357142857143
943,Cobertura bruta en educación secundaria,Putumayo,86,2020,103.155
944,Cobertura bruta en educación secundaria,Quindío,63,2005,103.42307692307692
945,Cobertura bruta en educación secundaria,Quindío,63,2006,106.67615384615384
946,Cobertura bruta en educación secundaria,Quindío,63,2007,107.69384615384615
947,Cobertura bruta en educación secundaria,Quindío,63,2008,103.45461538461538
948,Cobertura bruta en educación secundaria,Quindío,63,2009,109.3423076923077
949,Cobertura bruta en educación secundaria,Quindío,63,2010,110.25
950,Cobertura bruta en educación secundaria,Quindío,63,2011,120.61846153846153
951,Cobertura bruta en educación secundaria,Quindío,63,2012,124.36923076923077
952,Cobertura bruta en educación secundaria,Quindío,63,2013,122.21538461538461
953,Cobertura bruta en educación secundaria,Quindío,63,2014,126.28076923076924
954,Cobertura bruta en educación secundaria,Quindío,63,2015,123.7423076923077
955,Cobertura bruta en educación secundaria,Quindío,63,2016,119.25076923076924
956,Cobertura bruta en educación secundaria,Quindío,63,2017,115.9723076923077
957,Cobertura bruta en educación secundaria,Quindío,63,2018,114.24692307692308
958,Cobertura bruta en educación secundaria,Quindío,63,2019,129.54153846153847
959,Cobertura bruta en educación secundaria,Quindío,63,2020,128.82461538461538
960,Cobertura bruta en educación secundaria,Risaralda,66,2005,82.94666666666667
961,Cobertura bruta en educación secundaria,Risaralda,66,2006,83.484
962,Cobertura bruta en educación secundaria,Risaralda,66,2007,86.58333333333333
963,Cobertura bruta en educación secundaria,Risaralda,66,2008,84.13799999999999
964,Cobertura bruta en educación secundaria,Risaralda,66,2009,91.97466666666666
965,Cobertura bruta en educación secundaria,Risaralda,66,2010,112.67
966,Cobertura bruta en educación secundaria,Risaralda,66,2011,103.03933333333333
967,Cobertura bruta en educación secundaria,Risaralda,66,2012,100.33733333333333
968,Cobertura bruta en educación secundaria,Risaralda,66,2013,101.6
969,Cobertura bruta en educación secundaria,Risaralda,66,2014,101.48733333333332
970,Cobertura bruta en educación secundaria,Risaralda,66,2015,100.36
971,Cobertura bruta en educación secundaria,Risaralda,66,2016,97.05799999999999
972,Cobertura bruta en educación secundaria,Risaralda,66,2017,97.84200000000001
973,Cobertura bruta en educación secundaria,Risaralda,66,2018,97.70133333333334
974,Cobertura bruta en educación secundaria,Risaralda,66,2019,116.17533333333334
975,Cobertura bruta en educación secundaria,Risaralda,66,2020,114.55266666666667
976,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2005,84.64
977,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2006,86.805
978,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2007,89.64
979,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2008,82.32
980,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2009,81.495
981,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2010,77.62
982,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2011,83.11000000000001
983,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2012,88.41
984,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2013,90.66499999999999
985,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2014,85.715
986,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2015,82.16499999999999
987,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2016,83.77
988,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2017,84.97999999999999
989,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2018,98.965
990,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2019,99.65
991,Cobertura bruta en educación secundaria,San Andrés y Providencia,88,2020,102.4
992,Cobertura bruta en educación secundaria,Santander,68,2005,82.65261363636364
993,Cobertura bruta en educación secundaria,Santander,68,2006,84.67965909090908
994,Cobertura bruta en educación secundaria,Santander,68,2007,90.8525
995,Cobertura bruta en educación secundaria,Santander,68,2008,93.83625
996,Cobertura bruta en educación secundaria,Santander,68,2009,96.78170454545456
997,Cobertura bruta en educación secundaria,Santander,68,2010,105.1
998,Cobertura bruta en educación secundaria,Santander,68,2011,102.29556818181818
999,Cobertura bruta en educación secundaria,Santander,68,2012,102.27954545454546
1000,Cobertura bruta en educación secundaria,Santander,68,2013,108.72965909090908
1001,Cobertura bruta en educación secundaria,Santander,68,2014,111.81897727272727
1002,Cobertura bruta en educación secundaria,Santander,68,2015,113.93125
1003,Cobertura bruta en educación secundaria,Santander,68,2016,114.92227272727273
1004,Cobertura bruta en educación secundaria,Santander,68,2017,115.53034090909091
1005,Cobertura bruta en educación secundaria,Santander,68,2018,117.6593181818182
1006,Cobertura bruta en educación secundaria,Santander,68,2019,109.01409090909091
1007,Cobertura bruta en educación secundaria,Santander,68,2020,103.90647727272727
1008,Cobertura bruta en educación secundaria,Sucre,70,2005,91.86296296296297
1009,Cobertura bruta en educación secundaria,Sucre,70,2006,97.3725925925926
1010,Cobertura bruta en educación secundaria,Sucre,70,2007,101.9562962962963
1011,Cobertura bruta en educación secundaria,Sucre,70,2008,104.84777777777778
1012,Cobertura bruta en educación secundaria,Sucre,70,2009,105.56888888888889
1013,Cobertura bruta en educación secundaria,Sucre,70,2010,114.68
1014,Cobertura bruta en educación secundaria,Sucre,70,2011,118.67666666666666
1015,Cobertura bruta en educación secundaria,Sucre,70,2012,105.67592592592592
1016,Cobertura bruta en educación secundaria,Sucre,70,2013,108.06074074074074
1017,Cobertura bruta en educación secundaria,Sucre,70,2014,109.39740740740741
1018,Cobertura bruta en educación secundaria,Sucre,70,2015,112.07
1019,Cobertura bruta en educación secundaria,Sucre,70,2016,108.28703703703704
1020,Cobertura bruta en educación secundaria,Sucre,70,2017,110.04666666666668
1021,Cobertura bruta en educación secundaria,Sucre,70,2018,112.76148148148148
1022,Cobertura bruta en educación secundaria,Sucre,70,2019,104.87074074074074
1023,Cobertura bruta en educación secundaria,Sucre,70,2020,106.03222222222222
1024,Cobertura bruta en educación secundaria,Tolima,73,2005,80.92145833333333
1025,Cobertura bruta en educación secundaria,Tolima,73,2006,89.66250000000001
1026,Cobertura bruta en educación secundaria,Tolima,73,2007,99.39270833333335
1027,Cobertura bruta en educación secundaria,Tolima,73,2008,101.17708333333333
1028,Cobertura bruta en educación secundaria,Tolima,73,2009,114.05874999999999
1029,Cobertura bruta en educación secundaria,Tolima,73,2010,108.81
1030,Cobertura bruta en educación secundaria,Tolima,73,2011,110.04291666666667
1031,Cobertura bruta en educación secundaria,Tolima,73,2012,95.67958333333333
1032,Cobertura bruta en educación secundaria,Tolima,73,2013,111.05354166666666
1033,Cobertura bruta en educación secundaria,Tolima,73,2014,95.80104166666666
1034,Cobertura bruta en educación secundaria,Tolima,73,2015,94.51583333333333
1035,Cobertura bruta en educación secundaria,Tolima,73,2016,95.55874999999999
1036,Cobertura bruta en educación secundaria,Tolima,73,2017,97.20854166666668
1037,Cobertura bruta en educación secundaria,Tolima,73,2018,99.26229166666667
1038,Cobertura bruta en educación secundaria,Tolima,73,2019,110.61020833333333
1039,Cobertura bruta en educación secundaria,Tolima,73,2020,109.52
1040,Cobertura bruta en educación secundaria,Valle del Cauca,76,2005,87.0939534883721
1041,Cobertura bruta en educación secundaria,Valle del Cauca,76,2006,96.13511627906978
1042,Cobertura bruta en educación secundaria,Valle del Cauca,76,2007,93.60558139534884
1043,Cobertura bruta en educación secundaria,Valle del Cauca,76,2008,98.74767441860465
1044,Cobertura bruta en educación secundaria,Valle del Cauca,76,2009,101.60744186046512
1045,Cobertura bruta en educación secundaria,Valle del Cauca,76,2010,104.15
1046,Cobertura bruta en educación secundaria,Valle del Cauca,76,2011,108.24883720930232
1047,Cobertura bruta en educación secundaria,Valle del Cauca,76,2012,110.62348837209304
1048,Cobertura bruta en educación secundaria,Valle del Cauca,76,2013,113.17767441860465
1049,Cobertura bruta en educación secundaria,Valle del Cauca,76,2014,113.38093023255814
1050,Cobertura bruta en educación secundaria,Valle del Cauca,76,2015,107.67093023255815
1051,Cobertura bruta en educación secundaria,Valle del Cauca,76,2016,112.4693023255814
1052,Cobertura bruta en educación secundaria,Valle del Cauca,76,2017,114.3313953488372
1053,Cobertura bruta en educación secundaria,Valle del Cauca,76,2018,113.93558139534883
1054,Cobertura bruta en educación secundaria,Valle del Cauca,76,2019,100.7746511627907
1055,Cobertura bruta en educación secundaria,Valle del Cauca,76,2020,99.38651162790697
1056,Cobertura bruta en educación secundaria,Vaupés,97,2005,58.0275
1057,Cobertura bruta en educación secundaria,Vaupés,97,2006,63.17
1058,Cobertura bruta en educación secundaria,Vaupés,97,2007,67.2625
1059,Cobertura bruta en educación secundaria,Vaupés,97,2008,77.225
1060,Cobertura bruta en educación secundaria,Vaupés,97,2009,74.16499999999999
1061,Cobertura bruta en educación secundaria,Vaupés,97,2010,56.98
1062,Cobertura bruta en educación secundaria,Vaupés,97,2011,72.2425
1063,Cobertura bruta en educación secundaria,Vaupés,97,2012,72.68
1064,Cobertura bruta en educación secundaria,Vaupés,97,2013,82.1075
1065,Cobertura bruta en educación secundaria,Vaupés,97,2014,90.4025
1066,Cobertura bruta en educación secundaria,Vaupés,97,2015,90.7425
1067,Cobertura bruta en educación secundaria,Vaupés,97,2016,102.8075
1068,Cobertura bruta en educación secundaria,Vaupés,97,2017,102.5425
1069,Cobertura bruta en educación secundaria,Vaupés,97,2018,104.3475
1070,Cobertura bruta en educación secundaria,Vaupés,97,2019,54.32
1071,Cobertura bruta en educación secundaria,Vaupés,97,2020,65.91499999999999
1072,Cobertura bruta en educación secundaria,Vichada,99,2005,61.646
1073,Cobertura bruta en educación secundaria,Vichada,99,2006,64.684
1074,Cobertura bruta en educación secundaria,Vichada,99,2007,62.56
1075,Cobertura bruta en educación secundaria,Vichada,99,2008,62.727999999999994
1076,Cobertura bruta en educación secundaria,Vichada,99,2009,65.99199999999999
1077,Cobertura bruta en educación secundaria,Vichada,99,2010,60.98
1078,Cobertura bruta en educación secundaria,Vichada,99,2011,65.598
1079,Cobertura bruta en educación secundaria,Vichada,99,2012,63.120000000000005
1080,Cobertura bruta en educación secundaria,Vichada,99,2013,68.32
1081,Cobertura bruta en educación secundaria,Vichada,99,2014,67.176
1082,Cobertura bruta en educación secundaria,Vichada,99,2015,70.056
1083,Cobertura bruta en educación secundaria,Vichada,99,2016,67.588
1084,Cobertura bruta en educación secundaria,Vichada,99,2017,69.36
1085,Cobertura bruta en educación secundaria,Vichada,99,2018,70.77799999999999
1086,Cobertura bruta en educación secundaria,Vichada,99,2019,69.174
1087,Cobertura bruta en educación secundaria,Vichada,99,2020,75.372
1088,Cobertura neta en educación primaria,Amazonas,91,2005,73.22666666666667
1089,Cobertura neta en educación primaria,Amazonas,91,2006,75.06666666666666
1090,Cobertura neta en educación primaria,Amazonas,91,2007,79.51666666666667
1091,Cobertura neta en educación primaria,Amazonas,91,2008,82.57333333333334
1092,Cobertura neta en educación primaria,Amazonas,91,2009,87.56
1093,Cobertura neta en educación primaria,Amazonas,91,2010,87.13
1094,Cobertura neta en educación primaria,Amazonas,91,2011,93.46
1095,Cobertura neta en educación primaria,Amazonas,91,2012,93.61666666666667
1096,Cobertura neta en educación primaria,Amazonas,91,2013,89.99333333333334
1097,Cobertura neta en educación primaria,Amazonas,91,2014,90.61666666666667
1098,Cobertura neta en educación primaria,Amazonas,91,2015,88.62
1099,Cobertura neta en educación primaria,Amazonas,91,2016,87.33333333333333
1100,Cobertura neta en educación primaria,Amazonas,91,2017,87.63
1101,Cobertura neta en educación primaria,Amazonas,91,2018,87.16666666666667
1102,Cobertura neta en educación primaria,Amazonas,91,2019,76.92333333333333
1103,Cobertura neta en educación primaria,Amazonas,91,2020,76.75333333333333
1104,Cobertura neta en educación primaria,Antioquia,5,2005,91.12460317460318
1105,Cobertura neta en educación primaria,Antioquia,5,2006,93.58500000000001
1106,Cobertura neta en educación primaria,Antioquia,5,2007,93.58238095238094
1107,Cobertura neta en educación primaria,Antioquia,5,2008,93.46849206349206
1108,Cobertura neta en educación primaria,Antioquia,5,2009,95.09142857142858
1109,Cobertura neta en educación primaria,Antioquia,5,2010,95.22650793650793
1110,Cobertura neta en educación primaria,Antioquia,5,2011,95.67809523809524
1111,Cobertura neta en educación primaria,Antioquia,5,2012,94.10626984126984
1112,Cobertura neta en educación primaria,Antioquia,5,2013,92.92246031746032
1113,Cobertura neta en educación primaria,Antioquia,5,2014,91.53269841269842
1114,Cobertura neta en educación primaria,Antioquia,5,2015,89.21976190476191
1115,Cobertura neta en educación primaria,Antioquia,5,2016,86.4986507936508
1116,Cobertura neta en educación primaria,Antioquia,5,2017,82.74738095238095
1117,Cobertura neta en educación primaria,Antioquia,5,2018,79.25587301587301
1118,Cobertura neta en educación primaria,Antioquia,5,2019,84.11753968253967
1119,Cobertura neta en educación primaria,Antioquia,5,2020,81.60015873015874
1120,Cobertura neta en educación primaria,Arauca,81,2005,89.02375
1121,Cobertura neta en educación primaria,Arauca,81,2006,86.42375
1122,Cobertura neta en educación primaria,Arauca,81,2007,60.9275
1123,Cobertura neta en educación primaria,Arauca,81,2008,69.7575
1124,Cobertura neta en educación primaria,Arauca,81,2009,69.715
1125,Cobertura neta en educación primaria,Arauca,81,2010,72.11375
1126,Cobertura neta en educación primaria,Arauca,81,2011,71.1025
1127,Cobertura neta en educación primaria,Arauca,81,2012,71.57375
1128,Cobertura neta en educación primaria,Arauca,81,2013,70.53999999999999
1129,Cobertura neta en educación primaria,Arauca,81,2014,72.07625
1130,Cobertura neta en educación primaria,Arauca,81,2015,73.65125
1131,Cobertura neta en educación primaria,Arauca,81,2016,75.715
1132,Cobertura neta en educación primaria,Arauca,81,2017,74.99
1133,Cobertura neta en educación primaria,Arauca,81,2018,78.02625
1134,Cobertura neta en educación primaria,Arauca,81,2019,92.26625
1135,Cobertura neta en educación primaria,Arauca,81,2020,90.2325
1136,Cobertura neta en educación primaria,Atlántico,8,2005,84.6375
1137,Cobertura neta en educación primaria,Atlántico,8,2006,86.43458333333332
1138,Cobertura neta en educación primaria,Atlántico,8,2007,89.71249999999999
1139,Cobertura neta en educación primaria,Atlántico,8,2008,89.72916666666667
1140,Cobertura neta en educación primaria,Atlántico,8,2009,89.85125
1141,Cobertura neta en educación primaria,Atlántico,8,2010,93.17166666666667
1142,Cobertura neta en educación primaria,Atlántico,8,2011,92.52833333333332
1143,Cobertura neta en educación primaria,Atlántico,8,2012,90.14041666666667
1144,Cobertura neta en educación primaria,Atlántico,8,2013,89.66833333333334
1145,Cobertura neta en educación primaria,Atlántico,8,2014,89.66541666666666
1146,Cobertura neta en educación primaria,Atlántico,8,2015,88.63499999999999
1147,Cobertura neta en educación primaria,Atlántico,8,2016,93.78708333333333
1148,Cobertura neta en educación primaria,Atlántico,8,2017,95.74291666666666
1149,Cobertura neta en educación primaria,Atlántico,8,2018,98.63625
1150,Cobertura neta en educación primaria,Atlántico,8,2019,82.0775
1151,Cobertura neta en educación primaria,Atlántico,8,2020,82.24374999999999
1152,Cobertura neta en educación primaria,Bogotá,11,2005,89.79
1153,Cobertura neta en educación primaria,Bogotá,11,2006,90.74
1154,Cobertura neta en educación primaria,Bogotá,11,2007,85.5
1155,Cobertura neta en educación primaria,Bogotá,11,2008,92.75
1156,Cobertura neta en educación primaria,Bogotá,11,2009,92.18
1157,Cobertura neta en educación primaria,Bogotá,11,2010,88.85
1158,Cobertura neta en educación primaria,Bogotá,11,2011,86.99
1159,Cobertura neta en educación primaria,Bogotá,11,2012,83.97
1160,Cobertura neta en educación primaria,Bogotá,11,2013,79.32
1161,Cobertura neta en educación primaria,Bogotá,11,2014,76.77
1162,Cobertura neta en educación primaria,Bogotá,11,2015,78.94
1163,Cobertura neta en educación primaria,Bogotá,11,2016,79.04
1164,Cobertura neta en educación primaria,Bogotá,11,2017,78.53
1165,Cobertura neta en educación primaria,Bogotá,11,2018,76.81
1166,Cobertura neta en educación primaria,Bogotá,11,2019,96.22
1167,Cobertura neta en educación primaria,Bogotá,11,2020,93.79
1168,Cobertura neta en educación primaria,Bolívar,13,2005,83.61195652173913
1169,Cobertura neta en educación primaria,Bolívar,13,2006,83.1308695652174
1170,Cobertura neta en educación primaria,Bolívar,13,2007,84.93565217391304
1171,Cobertura neta en educación primaria,Bolívar,13,2008,83.68391304347826
1172,Cobertura neta en educación primaria,Bolívar,13,2009,89.8286956521739
1173,Cobertura neta en educación primaria,Bolívar,13,2010,84.61065217391305
1174,Cobertura neta en educación primaria,Bolívar,13,2011,86.10586956521739
1175,Cobertura neta en educación primaria,Bolívar,13,2012,82.55434782608695
1176,Cobertura neta en educación primaria,Bolívar,13,2013,82.10195652173913
1177,Cobertura neta en educación primaria,Bolívar,13,2014,77.43782608695652
1178,Cobertura neta en educación primaria,Bolívar,13,2015,80.29760869565217
1179,Cobertura neta en educación primaria,Bolívar,13,2016,80.98804347826086
1180,Cobertura neta en educación primaria,Bolívar,13,2017,79.92565217391304
1181,Cobertura neta en educación primaria,Bolívar,13,2018,81.68808510638299
1182,Cobertura neta en educación primaria,Bolívar,13,2019,89.93042553191488
1183,Cobertura neta en educación primaria,Bolívar,13,2020,88.29404255319149
1184,Cobertura neta en educación primaria,Boyacá,15,2005,87.59822580645161
1185,Cobertura neta en educación primaria,Boyacá,15,2006,86.0316129032258
1186,Cobertura neta en educación primaria,Boyacá,15,2007,84.66145161290324
1187,Cobertura neta en educación primaria,Boyacá,15,2008,82.35048387096774
1188,Cobertura neta en educación primaria,Boyacá,15,2009,82.75233870967743
1189,Cobertura neta en educación primaria,Boyacá,15,2010,82.0974193548387
